Year	Sex	Age	mx	qx	ax	lx	dx	Lx	Tx	ex
1933	male	0	0.06859	0.06515	0.23	100000	6515	94978	5917457	59.17
1933	male	1	0.00516	0.02037	1.41	93485	1904	369018	5822480	62.28
1933	male	5	0.00177	0.00882	2.33	91581	808	455751	5453462	59.55
1933	male	10	0.00153	0.00763	2.61	90773	693	452210	4997711	55.06
1933	male	15	0.00248	0.01231	2.68	90081	1109	447830	4545501	50.46
1933	male	20	0.00346	0.01716	2.57	88971	1527	441150	4097670	46.06
1933	male	25	0.00388	0.01921	2.53	87445	1680	433083	3656520	41.82
1933	male	30	0.00465	0.02301	2.6	85765	1974	424083	3223437	37.58
1933	male	35	0.00607	0.02991	2.57	83791	2506	412871	2799353	33.41
1933	male	40	0.00781	0.03833	2.62	81285	3116	399005	2386482	29.36
1933	male	45	0.01109	0.05403	2.62	78169	4223	380775	1987477	25.43
1933	male	50	0.01531	0.07384	2.58	73946	5460	356531	1606701	21.73
1933	male	55	0.02092	0.09965	2.62	68486	6825	326176	1250171	18.25
1933	male	60	0.03155	0.14651	2.57	61661	9034	286371	923995	14.99
1933	male	65	0.04415	0.19947	2.58	52627	10498	237780	637623	12.12
1933	male	70	0.06956	0.29636	2.5	42129	12485	179494	399843	9.49
1933	male	75	0.09664	0.38838	2.47	29644	11513	119130	220349	7.43
1933	male	80	0.14848	0.53357	2.36	18131	9674	65155	101219	5.58
1933	male	85	0.21404	0.66951	2.2	8457	5662	26452	36064	4.26
1933	male	90	0.27099	0.7463	1.99	2795	2086	7697	9611	3.44
1933	male	95	0.35805	0.84685	1.89	709	600	1677	1914	2.7
1933	male	100	0.44975	0.90716	1.71	109	99	219	237	2.19
1933	male	105	0.54518	0.94514	1.54	10	10	17	18	1.82
1933	male	110	0.6221	1	1.61	1	1	1	1	1.61
1934	male	0	0.07579	0.0717	0.25	100000	7170	94611	5834317	58.34
1934	male	1	0.00566	0.02232	1.38	92830	2072	365900	5739706	61.83
1934	male	5	0.00183	0.00911	2.32	90758	827	451574	5373806	59.21
1934	male	10	0.00155	0.00771	2.6	89931	693	447989	4922232	54.73
1934	male	15	0.00252	0.01255	2.69	89238	1120	443600	4474243	50.14
1934	male	20	0.00355	0.01759	2.57	88118	1550	436819	4030642	45.74
1934	male	25	0.00394	0.0195	2.53	86567	1688	428673	3593824	41.51
1934	male	30	0.00473	0.02339	2.59	84879	1985	419620	3165151	37.29
1934	male	35	0.00621	0.0306	2.58	82894	2536	408337	2745531	33.12
1934	male	40	0.00796	0.03907	2.61	80358	3140	394288	2337194	29.08
1934	male	45	0.01142	0.0556	2.63	77218	4293	375900	1942906	25.16
1934	male	50	0.01615	0.07771	2.58	72925	5667	350917	1567006	21.49
1934	male	55	0.02139	0.10173	2.6	67258	6842	319880	1216089	18.08
1934	male	60	0.03208	0.14886	2.58	60416	8994	280320	896209	14.83
1934	male	65	0.04518	0.20354	2.57	51422	10466	231684	615889	11.98
1934	male	70	0.07051	0.30014	2.52	40956	12293	174327	384205	9.38
1934	male	75	0.09979	0.39832	2.47	28663	11417	114411	209878	7.32
1934	male	80	0.1501	0.53698	2.35	17246	9261	61697	95467	5.54
1934	male	85	0.21396	0.66979	2.21	7985	5348	24998	33771	4.23
1934	male	90	0.28311	0.76392	1.99	2637	2014	7115	8773	3.33
1934	male	95	0.36345	0.8514	1.88	623	530	1458	1658	2.66
1934	male	100	0.45661	0.91069	1.7	93	84	185	199	2.15
1934	male	105	0.55312	0.94757	1.53	8	8	14	15	1.8
1934	male	110	0.63071	1	1.59	0	0	1	1	1.59
1935	male	0	0.06968	0.06614	0.23	100000	6614	94921	5897274	58.97
1935	male	1	0.00492	0.01942	1.43	93386	1814	368885	5802353	62.13
1935	male	5	0.00179	0.00893	2.35	91572	818	455692	5433468	59.34
1935	male	10	0.00158	0.00789	2.59	90755	716	452048	4977777	54.85
1935	male	15	0.00251	0.01248	2.68	90039	1124	447588	4525728	50.26
1935	male	20	0.00347	0.01721	2.57	88915	1530	440864	4078140	45.87
1935	male	25	0.00397	0.01964	2.53	87385	1717	432686	3637277	41.62
1935	male	30	0.00461	0.02282	2.59	85668	1955	423639	3204590	37.41
1935	male	35	0.00632	0.03113	2.6	83713	2606	412306	2780951	33.22
1935	male	40	0.00797	0.03912	2.59	81107	3173	397902	2368645	29.2
1935	male	45	0.01125	0.05479	2.62	77935	4270	379518	1970743	25.29
1935	male	50	0.01585	0.07632	2.59	73664	5622	354799	1591224	21.6
1935	male	55	0.02149	0.10214	2.59	68042	6950	323455	1236425	18.17
1935	male	60	0.03115	0.14488	2.59	61092	8851	284166	912970	14.94
1935	male	65	0.04576	0.20583	2.56	52241	10753	234971	628804	12.04
1935	male	70	0.06816	0.29173	2.53	41488	12103	177587	393833	9.49
1935	male	75	0.0995	0.3975	2.47	29385	11680	117395	216246	7.36
1935	male	80	0.14725	0.53	2.36	17705	9383	63723	98851	5.58
1935	male	85	0.21509	0.67267	2.22	8321	5597	26023	35128	4.22
1935	male	90	0.28062	0.75892	1.98	2724	2067	7366	9105	3.34
1935	male	95	0.36544	0.85324	1.88	657	560	1533	1739	2.65
1935	male	100	0.46091	0.91297	1.69	96	88	191	206	2.14
1935	male	105	0.55959	0.94955	1.52	8	8	14	15	1.78
1935	male	110	0.63874	1	1.57	0	0	1	1	1.57
1936	male	0	0.07011	0.06653	0.23	100000	6653	94898	5836161	58.36
1936	male	1	0.00491	0.01938	1.4	93347	1809	368687	5741263	61.5
1936	male	5	0.00175	0.00869	2.35	91538	796	455583	5372575	58.69
1936	male	10	0.00156	0.00776	2.61	90742	704	452030	4916992	54.19
1936	male	15	0.00261	0.01298	2.7	90038	1169	447497	4464962	49.59
1936	male	20	0.00358	0.01774	2.56	88869	1576	440502	4017464	45.21
1936	male	25	0.00404	0.01999	2.53	87293	1745	432161	3576962	40.98
1936	male	30	0.00475	0.02347	2.59	85548	2008	422905	3144801	36.76
1936	male	35	0.00656	0.03229	2.62	83539	2698	411271	2721897	32.58
1936	male	40	0.0086	0.04213	2.58	80842	3406	395982	2310625	28.58
1936	male	45	0.01179	0.05733	2.62	77436	4440	376609	1914643	24.73
1936	male	50	0.0168	0.08072	2.6	72997	5892	350832	1538034	21.07
1936	male	55	0.02271	0.10762	2.58	67104	7222	318047	1187202	17.69
1936	male	60	0.03267	0.15146	2.59	59883	9070	277594	869155	14.51
1936	male	65	0.04828	0.21583	2.55	50813	10967	227157	591561	11.64
1936	male	70	0.07045	0.30022	2.54	39846	11963	169800	364404	9.15
1936	male	75	0.10721	0.421	2.45	27883	11739	109491	194604	6.98
1936	male	80	0.15763	0.55536	2.34	16144	8966	56878	85113	5.27
1936	male	85	0.23251	0.70225	2.18	7178	5041	21681	28234	3.93
1936	male	90	0.30917	0.7939	1.94	2137	1697	5488	6553	3.07
1936	male	95	0.40316	0.88125	1.81	440	388	963	1065	2.42
1936	male	100	0.50755	0.93321	1.61	52	49	96	102	1.95
1936	male	105	0.61175	0.96256	1.44	3	3	5	6	1.63
1936	male	110	0.69333	1	1.44	0	0	0	0	1.44
1937	male	0	0.06808	0.06468	0.23	100000	6468	95005	5899776	59
1937	male	1	0.0046	0.01817	1.42	93532	1700	369748	5804771	62.06
1937	male	5	0.00162	0.00807	2.32	91833	741	457173	5435022	59.18
1937	male	10	0.00143	0.0071	2.64	91091	647	453931	4977849	54.65
1937	male	15	0.0025	0.01243	2.7	90444	1124	449639	4523918	50.02
1937	male	20	0.0034	0.01686	2.55	89320	1506	442920	4074280	45.61
1937	male	25	0.00385	0.01905	2.54	87815	1673	434967	3631360	41.35
1937	male	30	0.00458	0.02267	2.59	86142	1953	425997	3196393	37.11
1937	male	35	0.00617	0.0304	2.62	84189	2560	414849	2770396	32.91
1937	male	40	0.00828	0.04057	2.59	81630	3312	400175	2355547	28.86
1937	male	45	0.01146	0.05577	2.62	78318	4368	381206	1955372	24.97
1937	male	50	0.01645	0.07913	2.6	73950	5852	355731	1574166	21.29
1937	male	55	0.02247	0.10655	2.58	68098	7256	322920	1218435	17.89
1937	male	60	0.03199	0.14852	2.59	60842	9036	282472	895515	14.72
1937	male	65	0.04739	0.21225	2.54	51806	10996	232034	613043	11.83
1937	male	70	0.0676	0.28985	2.54	40810	11829	174986	381009	9.34
1937	male	75	0.10529	0.41468	2.44	28981	12018	114137	206023	7.11
1937	male	80	0.15304	0.54454	2.35	16963	9237	60356	91886	5.42
1937	male	85	0.22347	0.6859	2.19	7726	5299	23714	31530	4.08
1937	male	90	0.29233	0.77565	1.97	2427	1882	6439	7815	3.22
1937	male	95	0.38422	0.86786	1.84	544	472	1230	1376	2.53
1937	male	100	0.48404	0.92364	1.65	72	66	137	147	2.04
1937	male	105	0.58551	0.95648	1.48	5	5	9	9	1.7
1937	male	110	0.66601	1	1.5	0	0	0	0	1.5
1938	male	0	0.06488	0.06175	0.22	100000	6175	95178	6044967	60.45
1938	male	1	0.00419	0.01659	1.41	93825	1556	371269	5949789	63.41
1938	male	5	0.00145	0.00721	2.33	92269	665	459569	5578520	60.46
1938	male	10	0.00127	0.00632	2.63	91604	579	456646	5118951	55.88
1938	male	15	0.00214	0.01066	2.69	91025	971	452879	4662305	51.22
1938	male	20	0.0029	0.01439	2.56	90054	1296	447106	4209425	46.74
1938	male	25	0.00332	0.01645	2.55	88758	1460	440213	3762320	42.39
1938	male	30	0.00396	0.0196	2.59	87298	1711	432363	3322107	38.05
1938	male	35	0.00537	0.0265	2.62	85587	2268	422547	2889744	33.76
1938	male	40	0.00739	0.03629	2.6	83319	3024	409350	2467197	29.61
1938	male	45	0.01035	0.05053	2.63	80295	4057	391879	2057847	25.63
1938	male	50	0.01523	0.07348	2.61	76238	5602	367818	1665968	21.85
1938	male	55	0.02099	0.09989	2.58	70636	7056	336122	1298149	18.38
1938	male	60	0.02998	0.13987	2.6	63580	8893	296581	962028	15.13
1938	male	65	0.04522	0.20365	2.56	54688	11137	246267	665447	12.17
1938	male	70	0.06527	0.28122	2.54	43551	12247	187637	419180	9.63
1938	male	75	0.10079	0.40037	2.43	31303	12533	124341	231543	7.4
1938	male	80	0.14278	0.51916	2.37	18771	9745	68252	107201	5.71
1938	male	85	0.2112	0.66441	2.21	9026	5997	28393	38950	4.32
1938	male	90	0.26574	0.73975	2	3029	2241	8432	10557	3.49
1938	male	95	0.35825	0.84743	1.89	788	668	1865	2125	2.7
1938	male	100	0.45349	0.90937	1.71	120	109	241	261	2.17
1938	male	105	0.55248	0.94754	1.53	11	10	19	20	1.8
1938	male	110	0.6321	1	1.58	1	1	1	1	1.58
1939	male	0	0.05967	0.05697	0.21	100000	5697	95472	6112056	61.12
1939	male	1	0.0035	0.01387	1.44	94303	1308	373865	6016584	63.8
1939	male	5	0.00129	0.00642	2.32	92995	597	463376	5642719	60.68
1939	male	10	0.00124	0.00617	2.65	92398	570	460649	5179342	56.05
1939	male	15	0.00201	0.01	2.67	91828	919	457003	4718693	51.39
1939	male	20	0.00274	0.01362	2.56	90909	1239	451529	4261691	46.88
1939	male	25	0.00311	0.01544	2.55	89671	1385	444965	3810162	42.49
1939	male	30	0.00381	0.01886	2.59	88286	1665	437421	3365196	38.12
1939	male	35	0.00507	0.02504	2.62	86621	2169	427939	2927776	33.8
1939	male	40	0.00708	0.0348	2.62	84452	2939	415270	2499836	29.6
1939	male	45	0.01016	0.04959	2.64	81513	4042	398011	2084566	25.57
1939	male	50	0.01504	0.0726	2.62	77471	5624	373973	1686555	21.77
1939	male	55	0.02142	0.10185	2.59	71846	7318	341580	1312582	18.27
1939	male	60	0.03015	0.14055	2.59	64529	9069	300823	971003	15.05
1939	male	65	0.04506	0.20301	2.56	55459	11259	249873	670179	12.08
1939	male	70	0.06586	0.28329	2.53	44201	12522	190118	420306	9.51
1939	male	75	0.10184	0.404	2.44	31679	12798	125672	230188	7.27
1939	male	80	0.14831	0.5337	2.37	18881	10077	67943	104516	5.54
1939	male	85	0.22122	0.68194	2.19	8804	6004	27139	36572	4.15
1939	male	90	0.27629	0.75336	1.98	2800	2110	7635	9433	3.37
1939	male	95	0.37229	0.85879	1.86	691	593	1593	1798	2.6
1939	male	100	0.46982	0.91727	1.68	98	89	190	204	2.1
1939	male	105	0.57001	0.95247	1.5	8	8	13	14	1.74
1939	male	110	0.65003	1	1.54	0	0	1	1	1.54
1940	male	0	0.06016	0.05742	0.21	100000	5742	95444	6114444	61.14
1940	male	1	0.00315	0.0125	1.42	94258	1178	373990	6019000	63.86
1940	male	5	0.00123	0.00614	2.35	93080	571	463885	5645010	60.65
1940	male	10	0.00114	0.00566	2.64	92509	524	461309	5181125	56.01
1940	male	15	0.00191	0.00951	2.69	91985	875	457902	4719817	51.31
1940	male	20	0.00272	0.01349	2.58	91110	1229	452575	4261915	46.78
1940	male	25	0.00307	0.01524	2.55	89881	1370	446045	3809340	42.38
1940	male	30	0.00373	0.01847	2.59	88512	1635	438612	3363294	38
1940	male	35	0.00487	0.02405	2.62	86877	2089	429409	2924682	33.66
1940	male	40	0.00695	0.03421	2.64	84788	2900	417082	2495273	29.43
1940	male	45	0.01014	0.04949	2.64	81888	4053	399866	2078191	25.38
1940	male	50	0.01517	0.07322	2.62	77835	5699	375616	1678324	21.56
1940	male	55	0.02196	0.10429	2.6	72135	7523	342623	1302708	18.06
1940	male	60	0.03112	0.14474	2.59	64613	9352	300482	960086	14.86
1940	male	65	0.04541	0.20442	2.56	55261	11296	248775	659604	11.94
1940	male	70	0.06818	0.29168	2.52	43964	12823	188072	410829	9.34
1940	male	75	0.1033	0.40925	2.46	31141	12744	123369	222757	7.15
1940	male	80	0.15332	0.54627	2.37	18397	10050	65545	99387	5.4
1940	male	85	0.2241	0.68684	2.18	8347	5733	25583	33842	4.05
1940	male	90	0.29847	0.78551	1.99	2614	2053	6879	8259	3.16
1940	male	95	0.39534	0.87609	1.82	561	491	1242	1380	2.46
1940	male	100	0.49983	0.93033	1.63	69	65	129	137	1.98
1940	male	105	0.60478	0.9611	1.45	5	5	8	8	1.65
1940	male	110	0.68722	1	1.46	0	0	0	0	1.46
1941	male	0	0.0583	0.0557	0.2	100000	5570	95552	6159169	61.59
1941	male	1	0.00301	0.01195	1.42	94430	1128	374808	6063617	64.21
1941	male	5	0.00117	0.00584	2.38	93301	545	465078	5688808	60.97
1941	male	10	0.0011	0.00548	2.66	92756	509	462590	5223731	56.32
1941	male	15	0.00195	0.0097	2.69	92247	895	459173	4761141	51.61
1941	male	20	0.00276	0.01369	2.58	91352	1251	453729	4301968	47.09
1941	male	25	0.00302	0.01501	2.53	90102	1352	447166	3848239	42.71
1941	male	30	0.00364	0.01803	2.59	88749	1600	439892	3401073	38.32
1941	male	35	0.00478	0.02362	2.62	87149	2059	430838	2961182	33.98
1941	male	40	0.00682	0.03358	2.64	85090	2857	418716	2530344	29.74
1941	male	45	0.01	0.04886	2.63	82233	4018	401644	2111627	25.68
1941	male	50	0.01478	0.07137	2.62	78215	5582	377788	1709983	21.86
1941	male	55	0.02156	0.10249	2.61	72633	7444	345350	1332195	18.34
1941	male	60	0.03027	0.14104	2.58	65189	9194	303730	986846	15.14
1941	male	65	0.04404	0.19883	2.56	55994	11133	252809	683116	12.2
1941	male	70	0.0658	0.28289	2.52	44861	12691	192855	430307	9.59
1941	male	75	0.09791	0.39308	2.49	32170	12645	129154	237452	7.38
1941	male	80	0.14853	0.53491	2.39	19525	10444	70316	108297	5.55
1941	male	85	0.2175	0.6758	2.2	9081	6137	28215	37982	4.18
1941	male	90	0.28148	0.76173	1.99	2944	2243	7967	9767	3.32
1941	male	95	0.37795	0.86336	1.85	701	606	1602	1800	2.57
1941	male	100	0.47833	0.92127	1.66	96	88	185	198	2.06
1941	male	105	0.58084	0.95538	1.49	8	7	12	13	1.71
1941	male	110	0.66233	1	1.51	0	0	1	1	1.51
1942	male	0	0.05304	0.05085	0.19	100000	5085	95868	6226163	62.26
1942	male	1	0.00262	0.0104	1.49	94915	987	377179	6130295	64.59
1942	male	5	0.00111	0.00555	2.38	93927	521	468272	5753116	61.25
1942	male	10	0.00103	0.00513	2.64	93406	480	465897	5284844	56.58
1942	male	15	0.00185	0.00919	2.74	92926	854	462704	4818947	51.86
1942	male	20	0.00283	0.01404	2.57	92072	1292	457224	4356243	47.31
1942	male	25	0.00292	0.01452	2.51	90780	1318	450616	3899019	42.95
1942	male	30	0.00357	0.01771	2.61	89462	1584	443519	3448403	38.55
1942	male	35	0.00472	0.02335	2.61	87878	2052	434483	3004885	34.19
1942	male	40	0.00662	0.03259	2.64	85826	2797	422538	2570402	29.95
1942	male	45	0.00985	0.04814	2.64	83029	3997	405698	2147864	25.87
1942	male	50	0.01478	0.07139	2.62	79033	5642	381755	1742165	22.04
1942	male	55	0.02147	0.1021	2.61	73391	7493	349014	1360410	18.54
1942	male	60	0.02983	0.13908	2.58	65897	9165	307294	1011396	15.35
1942	male	65	0.04321	0.19541	2.56	56732	11086	256555	704102	12.41
1942	male	70	0.06378	0.2755	2.53	45646	12575	197166	447547	9.8
1942	male	75	0.09461	0.38261	2.5	33071	12653	133745	250381	7.57
1942	male	80	0.14351	0.52168	2.38	20417	10651	74222	116636	5.71
1942	male	85	0.20705	0.65726	2.22	9766	6419	31002	42414	4.34
1942	male	90	0.27385	0.75177	2	3347	2516	9189	11412	3.41
1942	male	95	0.36126	0.85004	1.89	831	706	1955	2223	2.68
1942	male	100	0.45792	0.91166	1.7	125	114	248	268	2.15
1942	male	105	0.55811	0.94922	1.52	11	10	19	20	1.78
1942	male	110	0.63853	1	1.57	1	1	1	1	1.57
1943	male	0	0.05171	0.04962	0.18	100000	4962	95950	6190219	61.9
1943	male	1	0.00272	0.01081	1.49	95038	1028	377575	6094269	64.12
1943	male	5	0.00117	0.00583	2.4	94010	548	468625	5716694	60.81
1943	male	10	0.00107	0.00535	2.62	93462	500	466122	5248069	56.15
1943	male	15	0.00207	0.01031	2.85	92962	959	462748	4781947	51.44
1943	male	20	0.00345	0.01708	2.53	92004	1571	456131	4319200	46.95
1943	male	25	0.00303	0.01505	2.45	90432	1361	448694	3863069	42.72
1943	male	30	0.00348	0.01727	2.6	89071	1538	441670	3414375	38.33
1943	male	35	0.00463	0.02289	2.61	87533	2004	432884	2972705	33.96
1943	male	40	0.00656	0.03231	2.64	85529	2763	421111	2539821	29.7
1943	male	45	0.00969	0.04739	2.64	82765	3922	404590	2118711	25.6
1943	male	50	0.01505	0.07265	2.64	78843	5728	380675	1714121	21.74
1943	male	55	0.022	0.10449	2.61	73115	7640	347286	1333446	18.24
1943	male	60	0.0305	0.14197	2.56	65475	9296	304727	986159	15.06
1943	male	65	0.0436	0.19705	2.56	56179	11070	253890	681432	12.13
1943	male	70	0.06651	0.28588	2.55	45109	12896	193898	427542	9.48
1943	male	75	0.09971	0.39858	2.48	32213	12840	128766	233644	7.25
1943	male	80	0.15205	0.5423	2.36	19374	10506	69097	104878	5.41
1943	male	85	0.22402	0.68874	2.2	8867	6107	27262	35781	4.04
1943	male	90	0.30742	0.79085	1.93	2760	2183	7100	8519	3.09
1943	male	95	0.39598	0.87659	1.82	577	506	1278	1418	2.46
1943	male	100	0.50113	0.93088	1.62	71	66	132	140	1.97
1943	male	105	0.60665	0.96153	1.45	5	5	8	8	1.64
1943	male	110	0.68944	1	1.45	0	0	0	0	1.45
1944	male	0	0.04837	0.04651	0.17	100000	4651	96162	6254104	62.54
1944	male	1	0.00247	0.00983	1.5	95349	938	379054	6157942	64.58
1944	male	5	0.00116	0.00576	2.43	94411	544	470658	5778888	61.21
1944	male	10	0.00108	0.00539	2.6	93867	506	468120	5308230	56.55
1944	male	15	0.00214	0.01063	2.94	93361	993	464759	4840110	51.84
1944	male	20	0.00368	0.01822	2.47	92369	1683	457585	4375352	47.37
1944	male	25	0.00299	0.01485	2.45	90686	1347	449995	3917767	43.2
1944	male	30	0.00342	0.01694	2.6	89339	1513	443058	3467772	38.82
1944	male	35	0.00448	0.02214	2.61	87825	1944	434482	3024714	34.44
1944	male	40	0.00631	0.03108	2.63	85881	2669	423075	2590232	30.16
1944	male	45	0.00922	0.04514	2.65	83212	3757	407222	2167156	26.04
1944	male	50	0.01444	0.06985	2.65	79455	5550	384222	1759935	22.15
1944	male	55	0.02142	0.1019	2.61	73905	7531	351506	1375713	18.61
1944	male	60	0.02958	0.13794	2.56	66375	9156	309497	1024207	15.43
1944	male	65	0.04177	0.18957	2.56	57219	10847	259681	714710	12.49
1944	male	70	0.06338	0.27444	2.56	46372	12726	200805	455029	9.81
1944	male	75	0.09526	0.38374	2.47	33646	12911	135537	254224	7.56
1944	male	80	0.14205	0.51631	2.36	20735	10705	75362	118687	5.72
1944	male	85	0.2066	0.65805	2.24	10029	6600	31944	43325	4.32
1944	male	90	0.28389	0.76373	1.98	3429	2619	9226	11381	3.32
1944	male	95	0.36336	0.85189	1.88	810	690	1900	2156	2.66
1944	male	100	0.46148	0.91349	1.69	120	110	238	256	2.13
1944	male	105	0.56297	0.95065	1.52	10	10	18	18	1.77
1944	male	110	0.64427	1	1.55	1	1	1	1	1.55
1945	male	0	0.04749	0.0457	0.17	100000	4570	96219	6295888	62.96
1945	male	1	0.0022	0.00874	1.56	95430	834	379691	6199670	64.97
1945	male	5	0.00108	0.00536	2.35	94597	507	471640	5819979	61.52
1945	male	10	0.00103	0.00514	2.65	94089	484	469307	5348340	56.84
1945	male	15	0.00207	0.01032	2.92	93605	966	466013	4879033	52.12
1945	male	20	0.00315	0.01563	2.45	92639	1448	459508	4413019	47.64
1945	male	25	0.00289	0.01433	2.51	91191	1306	452696	3953511	43.35
1945	male	30	0.00335	0.01659	2.59	89885	1491	445829	3500815	38.95
1945	male	35	0.00445	0.02201	2.61	88393	1945	437326	3054986	34.56
1945	male	40	0.00628	0.03093	2.63	86448	2674	425909	2617660	30.28
1945	male	45	0.00922	0.04513	2.65	83774	3781	409978	2191751	26.16
1945	male	50	0.01432	0.06925	2.65	79993	5539	386957	1781773	22.27
1945	male	55	0.02146	0.10203	2.6	74454	7597	354067	1394816	18.73
1945	male	60	0.02948	0.13746	2.55	66857	9191	311788	1040749	15.57
1945	male	65	0.04118	0.18715	2.57	57667	10792	262070	728961	12.64
1945	male	70	0.06164	0.26797	2.57	46875	12561	203794	466891	9.96
1945	male	75	0.09409	0.37936	2.45	34314	13017	138349	263097	7.67
1945	male	80	0.13698	0.50321	2.36	21296	10717	78234	124748	5.86
1945	male	85	0.20336	0.65359	2.27	10580	6915	34002	46514	4.4
1945	male	90	0.27342	0.7492	1.98	3665	2746	10043	12512	3.41
1945	male	95	0.35932	0.8488	1.89	919	780	2171	2469	2.69
1945	male	100	0.45889	0.91241	1.7	139	127	276	298	2.14
1945	male	105	0.56214	0.95053	1.52	12	12	21	22	1.77
1945	male	110	0.64491	1	1.55	1	1	1	1	1.55
1946	male	0	0.04646	0.04473	0.17	100000	4473	96286	6376248	63.76
1946	male	1	0.002	0.00796	1.55	95527	761	380242	6279963	65.74
1946	male	5	0.00099	0.00496	2.38	94766	470	472599	5899721	62.26
1946	male	10	0.00095	0.00472	2.63	94296	445	470423	5427121	57.55
1946	male	15	0.00182	0.00905	2.89	93851	849	467459	4956699	52.81
1946	male	20	0.00273	0.01355	2.48	93001	1260	461831	4489240	48.27
1946	male	25	0.00255	0.01267	2.52	91741	1162	455819	4027409	43.9
1946	male	30	0.00304	0.01509	2.6	90579	1367	449611	3571590	39.43
1946	male	35	0.00411	0.02034	2.61	89212	1814	441731	3121979	35
1946	male	40	0.00581	0.02866	2.65	87397	2504	431090	2680248	30.67
1946	male	45	0.00885	0.04336	2.67	84893	3681	415872	2249158	26.49
1946	male	50	0.01399	0.06772	2.65	81212	5500	393114	1833287	22.57
1946	male	55	0.02059	0.09812	2.6	75713	7429	360750	1440173	19.02
1946	male	60	0.0288	0.13452	2.56	68284	9186	318992	1079423	15.81
1946	male	65	0.03984	0.18162	2.57	59098	10733	269409	760431	12.87
1946	male	70	0.05953	0.26001	2.57	48365	12575	211229	491022	10.15
1946	male	75	0.09163	0.37127	2.45	35789	13287	145008	279793	7.82
1946	male	80	0.13186	0.4906	2.39	22502	11039	83720	134785	5.99
1946	male	85	0.19839	0.64523	2.29	11462	7396	37280	51065	4.46
1946	male	90	0.27545	0.75538	2.01	4066	3072	11152	13785	3.39
1946	male	95	0.36464	0.85378	1.89	995	849	2329	2633	2.65
1946	male	100	0.47035	0.91827	1.68	145	134	284	304	2.09
1946	male	105	0.57918	0.95531	1.49	12	11	20	20	1.72
1946	male	110	0.66573	1	1.5	1	1	1	1	1.5
1947	male	0	0.04284	0.04135	0.16	100000	4135	96527	6419476	64.19
1947	male	1	0.00173	0.00691	1.58	95865	662	381856	6322950	65.96
1947	male	5	0.00085	0.00423	2.36	95203	403	474949	5941094	62.4
1947	male	10	0.00082	0.00408	2.69	94800	387	473108	5466145	57.66
1947	male	15	0.00162	0.00806	2.81	94413	761	470402	4993038	52.88
1947	male	20	0.00228	0.01133	2.5	93653	1061	465609	4522635	48.29
1947	male	25	0.00223	0.01108	2.53	92592	1026	460425	4057027	43.82
1947	male	30	0.00269	0.01339	2.6	91566	1226	454889	3596602	39.28
1947	male	35	0.00385	0.01905	2.65	90340	1721	447659	3141713	34.78
1947	male	40	0.00584	0.02882	2.66	88618	2554	437105	2694054	30.4
1947	male	45	0.00886	0.04338	2.66	86064	3733	421601	2256949	26.22
1947	male	50	0.01418	0.06859	2.65	82331	5647	398379	1835348	22.29
1947	male	55	0.02112	0.10051	2.6	76683	7707	364936	1436969	18.74
1947	male	60	0.02975	0.13871	2.56	68976	9567	321557	1072033	15.54
1947	male	65	0.04121	0.18729	2.57	59409	11127	270002	750476	12.63
1947	male	70	0.06169	0.26801	2.55	48282	12940	209746	480474	9.95
1947	male	75	0.09419	0.37954	2.44	35342	13414	142415	270728	7.66
1947	male	80	0.13603	0.50285	2.41	21928	11027	81062	128313	5.85
1947	male	85	0.20702	0.66062	2.26	10902	7202	34788	47251	4.33
1947	male	90	0.27549	0.75294	1.99	3700	2786	10112	12463	3.37
1947	male	95	0.3764	0.86303	1.86	914	789	2096	2351	2.57
1947	male	100	0.48417	0.92438	1.66	125	116	239	255	2.04
1947	male	105	0.59389	0.95889	1.47	9	9	15	16	1.68
1947	male	110	0.68048	1	1.47	0	0	1	1	1.47
1948	male	0	0.03919	0.03793	0.15	100000	3793	96777	6468886	64.69
1948	male	1	0.00171	0.00681	1.58	96207	655	383241	6372109	66.23
1948	male	5	0.00082	0.00408	2.4	95552	390	476746	5988868	62.68
1948	male	10	0.00079	0.00394	2.68	95162	375	474943	5512122	57.92
1948	male	15	0.0015	0.00748	2.77	94788	709	472355	5037179	53.14
1948	male	20	0.00216	0.01075	2.52	94079	1011	467883	4564824	48.52
1948	male	25	0.00211	0.0105	2.52	93068	977	462919	4096942	44.02
1948	male	30	0.00257	0.01277	2.61	92091	1176	457636	3634022	39.46
1948	male	35	0.00371	0.01837	2.66	90914	1670	450666	3176386	34.94
1948	male	40	0.0057	0.02811	2.66	89244	2509	440352	2725720	30.54
1948	male	45	0.00874	0.04281	2.67	86736	3713	425017	2285368	26.35
1948	male	50	0.01399	0.06773	2.65	83022	5623	401873	1860350	22.41
1948	male	55	0.02073	0.09874	2.6	77399	7642	368670	1458477	18.84
1948	male	60	0.02941	0.13726	2.57	69757	9574	325544	1089807	15.62
1948	male	65	0.04109	0.18677	2.57	60182	11240	273548	764263	12.7
1948	male	70	0.06077	0.26444	2.55	48942	12942	212957	490714	10.03
1948	male	75	0.09288	0.37565	2.46	36000	13523	145595	277758	7.72
1948	male	80	0.13468	0.49951	2.42	22476	11227	83361	132163	5.88
1948	male	85	0.2059	0.6563	2.24	11249	7383	35856	48802	4.34
1948	male	90	0.27787	0.75718	2	3866	2928	10535	12946	3.35
