Year	Sex	Age	mx	qx	ax	lx	dx	Lx	Tx	ex
1939	female	45	0.00731	0.03592	2.63	84986	3053	417710	2408172	28.34
1939	female	50	0.01063	0.05186	2.62	81933	4249	399563	1990462	24.29
1939	female	55	0.01512	0.07298	2.61	77684	5669	374877	1590899	20.48
1939	female	60	0.02219	0.10538	2.62	72015	7589	342040	1216022	16.89
1939	female	65	0.03423	0.15821	2.61	64425	10192	297732	873982	13.57
1939	female	70	0.05369	0.23762	2.58	54233	12887	240011	576251	10.63
1939	female	75	0.08522	0.35058	2.47	41346	14495	170097	336240	8.13
1939	female	80	0.12599	0.47588	2.43	26851	12778	101421	166143	6.19
1939	female	85	0.1926	0.63019	2.26	14073	8869	46048	64723	4.6
1939	female	90	0.25666	0.73276	2.07	5204	3814	14858	18675	3.59
1939	female	95	0.35053	0.84193	1.91	1391	1171	3341	3816	2.74
1939	female	100	0.45402	0.91046	1.71	220	200	441	476	2.16
1939	female	105	0.56196	0.95076	1.52	20	19	33	35	1.77
1939	female	110	0.64851	1	1.54	1	1	1	1	1.54
1940	female	0	0.04669	0.04498	0.18	100000	4498	96329	6557210	65.57
1940	female	1	0.0027	0.01071	1.42	95502	1023	379365	6460882	67.65
1940	female	5	0.00094	0.0047	2.28	94479	444	471189	6081517	64.37
1940	female	10	0.00085	0.00424	2.69	94035	399	469254	5610328	59.66
1940	female	15	0.00154	0.00766	2.68	93636	717	466518	5141074	54.9
1940	female	20	0.0021	0.01046	2.58	92919	972	462241	4674556	50.31
1940	female	25	0.00247	0.01228	2.56	91947	1129	456984	4212315	45.81
1940	female	30	0.00303	0.01503	2.58	90819	1365	450794	3755331	41.35
1940	female	35	0.00386	0.01911	2.6	89453	1710	443167	3304537	36.94
1940	female	40	0.00522	0.0258	2.61	87743	2264	433310	2861370	32.61
1940	female	45	0.00714	0.03509	2.62	85480	2999	420268	2428060	28.41
1940	female	50	0.01031	0.05033	2.62	82480	4152	402528	2007791	24.34
1940	female	55	0.01475	0.07125	2.62	78329	5581	378361	1605263	20.49
1940	female	60	0.02178	0.10356	2.63	72747	7534	345858	1226902	16.87
1940	female	65	0.03383	0.15653	2.61	65214	10208	301693	881044	13.51
1940	female	70	0.05446	0.24056	2.58	55006	13232	242958	579350	10.53
1940	female	75	0.08554	0.3525	2.51	41774	14725	172140	336392	8.05
1940	female	80	0.12889	0.48433	2.43	27048	13100	101638	164252	6.07
1940	female	85	0.19715	0.63957	2.25	13948	8921	45247	62614	4.49
1940	female	90	0.26831	0.74979	2.06	5027	3769	14048	17366	3.45
1940	female	95	0.36589	0.85507	1.89	1258	1076	2940	3318	2.64
1940	female	100	0.47432	0.92026	1.68	182	168	354	378	2.08
1940	female	105	0.58565	0.95703	1.48	15	14	24	25	1.7
1940	female	110	0.67389	1	1.48	1	1	1	1	1.48
1941	female	0	0.04597	0.04431	0.18	100000	4431	96375	6626774	66.27
1941	female	1	0.00262	0.01042	1.41	95569	995	379699	6530400	68.33
1941	female	5	0.0009	0.00449	2.3	94574	424	471725	6150701	65.04
1941	female	10	0.00078	0.00391	2.68	94149	368	469894	5678975	60.32
1941	female	15	0.00144	0.00717	2.69	93781	673	467352	5209082	55.54
1941	female	20	0.00199	0.00991	2.58	93109	923	463311	4741729	50.93
1941	female	25	0.0023	0.01145	2.56	92186	1055	458356	4278419	46.41
1941	female	30	0.00285	0.01417	2.58	91131	1292	452535	3820062	41.92
1941	female	35	0.00358	0.01775	2.61	89840	1595	445382	3367527	37.48
1941	female	40	0.00502	0.0248	2.62	88245	2189	436024	2922145	33.11
1941	female	45	0.00689	0.03388	2.62	86056	2915	423339	2486121	28.89
1941	female	50	0.00997	0.04869	2.62	83141	4048	406077	2062782	24.81
1941	female	55	0.01421	0.06875	2.62	79093	5438	382548	1656705	20.95
1941	female	60	0.02085	0.09933	2.63	73655	7317	350902	1274157	17.3
1941	female	65	0.03214	0.14921	2.61	66339	9898	308002	923255	13.92
1941	female	70	0.05147	0.22884	2.58	56441	12916	250961	615252	10.9
1941	female	75	0.08089	0.33743	2.55	43525	14687	181571	364292	8.37
1941	female	80	0.12274	0.46725	2.45	28838	13475	109783	182721	6.34
1941	female	85	0.18437	0.61404	2.28	15364	9434	51167	72939	4.75
1941	female	90	0.25035	0.72332	2.08	5930	4289	17133	21771	3.67
1941	female	95	0.33912	0.83162	1.94	1641	1364	4023	4639	2.83
1941	female	100	0.44022	0.90325	1.74	276	250	567	615	2.23
1941	female	105	0.54679	0.94634	1.55	27	25	46	49	1.82
1941	female	110	0.63281	1	1.58	1	1	2	2	1.58
1942	female	0	0.04182	0.04042	0.17	100000	4042	96646	6717270	67.17
1942	female	1	0.00227	0.00901	1.47	95958	865	381642	6620625	68.99
1942	female	5	0.0008	0.00398	2.24	95094	378	474426	6238983	65.61
1942	female	10	0.00068	0.00337	2.69	94716	320	472839	5764557	60.86
1942	female	15	0.00127	0.00634	2.71	94396	599	470612	5291718	56.06
1942	female	20	0.00186	0.00928	2.59	93797	870	466885	4821106	51.4
1942	female	25	0.00212	0.01056	2.55	92927	981	462229	4354221	46.86
1942	female	30	0.00265	0.01319	2.6	91945	1213	456821	3891991	42.33
1942	female	35	0.00346	0.01718	2.61	90733	1559	449937	3435170	37.86
1942	female	40	0.00477	0.02359	2.62	89174	2104	440860	2985233	33.48
1942	female	45	0.00656	0.03227	2.63	87070	2810	428681	2544374	29.22
1942	female	50	0.00967	0.04728	2.63	84260	3984	411841	2115693	25.11
1942	female	55	0.01377	0.06667	2.63	80276	5352	388704	1703852	21.22
1942	female	60	0.02037	0.09716	2.62	74924	7279	357296	1315148	17.55
1942	female	65	0.03107	0.1446	2.61	67645	9782	314819	957852	14.16
1942	female	70	0.0503	0.22433	2.59	57863	12981	258042	643033	11.11
1942	female	75	0.0778	0.3267	2.55	44883	14663	188461	384992	8.58
1942	female	80	0.11834	0.45449	2.45	30219	13734	116059	196530	6.5
1942	female	85	0.17818	0.60158	2.3	16485	9917	55658	80471	4.88
1942	female	90	0.24176	0.70843	2.08	6568	4653	19246	24814	3.78
1942	female	95	0.32873	0.82176	1.96	1915	1574	4787	5567	2.91
1942	female	100	0.42818	0.89656	1.76	341	306	715	780	2.29
1942	female	105	0.53398	0.94235	1.57	35	33	62	66	1.86
1942	female	110	0.61983	1	1.61	2	2	3	3	1.61
1943	female	0	0.04039	0.03908	0.17	100000	3908	96741	6690238	66.9
1943	female	1	0.00231	0.00919	1.46	96092	883	382129	6593496	68.62
1943	female	5	0.00088	0.00438	2.32	95209	417	474927	6211368	65.24
1943	female	10	0.00074	0.00367	2.63	94792	348	473137	5736441	60.52
1943	female	15	0.00128	0.00639	2.7	94444	603	470837	5263303	55.73
1943	female	20	0.00181	0.00903	2.58	93841	848	467152	4792466	51.07
1943	female	25	0.00207	0.01029	2.56	92994	957	462634	4325314	46.51
1943	female	30	0.00267	0.01325	2.61	92037	1219	457274	3862680	41.97
1943	female	35	0.00349	0.01732	2.6	90818	1573	450316	3405406	37.5
1943	female	40	0.00475	0.02351	2.62	89244	2098	441225	2955091	33.11
1943	female	45	0.00662	0.03257	2.63	87146	2838	429014	2513866	28.85
1943	female	50	0.00993	0.04853	2.64	84308	4091	411871	2084852	24.73
1943	female	55	0.01431	0.06921	2.63	80217	5552	387900	1672981	20.86
1943	female	60	0.02073	0.09875	2.61	74665	7373	355691	1285081	17.21
1943	female	65	0.03181	0.14782	2.61	67291	9947	312721	929390	13.81
1943	female	70	0.05239	0.23271	2.6	57344	13345	254740	616670	10.75
1943	female	75	0.08234	0.34221	2.53	44000	15057	182864	361930	8.23
1943	female	80	0.1255	0.47386	2.42	28943	13715	109282	179066	6.19
1943	female	85	0.18898	0.62485	2.29	15228	9515	50351	69784	4.58
1943	female	90	0.27503	0.75768	2.04	5713	4328	15738	19433	3.4
1943	female	95	0.36109	0.85131	1.9	1384	1178	3264	3695	2.67
1943	female	100	0.47001	0.91842	1.68	206	189	402	431	2.09
1943	female	105	0.5823	0.95627	1.49	17	16	28	29	1.71
1943	female	110	0.67144	1	1.49	1	1	1	1	1.49
1944	female	0	0.0384	0.0372	0.16	100000	3720	96877	6776228	67.76
1944	female	1	0.00213	0.00847	1.5	96280	816	383080	6679351	69.37
1944	female	5	0.00081	0.00404	2.27	95464	385	476266	6296271	65.95
1944	female	10	0.0007	0.00348	2.62	95078	331	474605	5820005	61.21
1944	female	15	0.00117	0.00581	2.72	94747	551	472480	5345400	56.42
1944	female	20	0.00172	0.00858	2.57	94197	808	469017	4872919	51.73
1944	female	25	0.00191	0.00951	2.57	93388	889	464778	4403902	47.16
1944	female	30	0.00255	0.01265	2.62	92500	1170	459711	3939124	42.59
1944	female	35	0.00334	0.01654	2.6	91330	1511	453027	3479413	38.1
1944	female	40	0.00456	0.02256	2.61	89819	2026	444248	3026386	33.69
1944	female	45	0.00615	0.03029	2.63	87793	2659	432673	2582138	29.41
1944	female	50	0.00942	0.04607	2.65	85134	3922	416433	2149464	25.25
1944	female	55	0.01362	0.06595	2.63	81211	5356	393342	1733031	21.34
1944	female	60	0.01974	0.09424	2.6	75856	7149	362141	1339689	17.66
1944	female	65	0.03001	0.14007	2.62	68707	9624	320659	977548	14.23
1944	female	70	0.04976	0.22242	2.62	59083	13141	264094	656889	11.12
1944	female	75	0.07808	0.32701	2.52	45942	15024	192408	392796	8.55
1944	female	80	0.11837	0.45324	2.42	30918	14013	118385	200388	6.48
1944	female	85	0.17723	0.60016	2.31	16905	10146	57245	82003	4.85
1944	female	90	0.25286	0.726	2.07	6759	4907	19408	24757	3.66
1944	female	95	0.33107	0.82408	1.95	1852	1526	4610	5350	2.89
1944	female	100	0.43138	0.89842	1.75	326	293	679	740	2.27
1944	female	105	0.53785	0.94362	1.56	33	31	58	61	1.84
1944	female	110	0.62413	1	1.6	2	2	3	3	1.6
1945	female	0	0.03709	0.03596	0.16	100000	3596	96968	6834198	68.34
1945	female	1	0.00186	0.00742	1.53	96404	715	383846	6737230	69.89
1945	female	5	0.00078	0.00391	2.27	95688	374	477421	6353384	66.4
1945	female	10	0.00069	0.00344	2.62	95315	328	475794	5875963	61.65
1945	female	15	0.00111	0.00555	2.71	94987	527	473725	5400169	56.85
1945	female	20	0.00161	0.00803	2.56	94460	758	470451	4926444	52.15
1945	female	25	0.00181	0.00901	2.57	93701	845	466456	4455993	47.56
1945	female	30	0.00241	0.01197	2.63	92857	1111	461646	3989537	42.96
1945	female	35	0.00324	0.0161	2.6	91746	1477	455180	3527891	38.45
1945	female	40	0.00434	0.02148	2.62	90269	1939	446740	3072711	34.04
1945	female	45	0.00614	0.03027	2.63	88330	2674	435324	2625971	29.73
1945	female	50	0.00907	0.04441	2.64	85657	3804	419313	2190647	25.57
1945	female	55	0.01329	0.06442	2.63	81852	5273	396744	1771334	21.64
1945	female	60	0.01907	0.0912	2.6	76580	6984	366147	1374590	17.95
1945	female	65	0.02904	0.13586	2.63	69596	9455	325547	1008443	14.49
1945	female	70	0.04762	0.21393	2.63	60140	12866	270162	682896	11.36
1945	female	75	0.07661	0.32144	2.5	47274	15196	198353	412734	8.73
1945	female	80	0.1128	0.437	2.42	32078	14018	124279	214381	6.68
1945	female	85	0.17083	0.58724	2.34	18060	10606	62082	90102	4.99
1945	female	90	0.2452	0.71623	2.1	7454	5339	21774	28020	3.76
1945	female	95	0.32286	0.81619	1.97	2115	1727	5348	6246	2.95
1945	female	100	0.42342	0.89399	1.77	389	348	821	898	2.31
1945	female	105	0.53093	0.94149	1.57	41	39	73	77	1.87
1945	female	110	0.61833	1	1.62	2	2	4	4	1.62
1946	female	0	0.03588	0.03482	0.15	100000	3482	97052	6901842	69.02
1946	female	1	0.0017	0.00676	1.49	96518	652	384438	6804789	70.5
1946	female	5	0.0007	0.0035	2.32	95866	336	478433	6420351	66.97
1946	female	10	0.00062	0.00309	2.63	95530	295	476953	5941918	62.2
1946	female	15	0.00103	0.00514	2.72	95236	490	475063	5464965	57.38
1946	female	20	0.00153	0.00762	2.56	94746	722	471969	4989902	52.67
1946	female	25	0.00169	0.00843	2.56	94024	792	468188	4517933	48.05
1946	female	30	0.00218	0.01084	2.62	93232	1011	463751	4049745	43.44
1946	female	35	0.00298	0.01479	2.61	92221	1364	457841	3585994	38.88
1946	female	40	0.00405	0.02008	2.64	90857	1824	449974	3128153	34.43
1946	female	45	0.00587	0.02895	2.64	89033	2577	439076	2678179	30.08
1946	female	50	0.00865	0.0424	2.64	86455	3666	423619	2239103	25.9
1946	female	55	0.01268	0.06154	2.63	82789	5095	401881	1815484	21.93
1946	female	60	0.01851	0.0886	2.6	77694	6884	371958	1413602	18.19
1946	female	65	0.0278	0.13041	2.64	70810	9234	332230	1041645	14.71
1946	female	70	0.04627	0.20846	2.63	61576	12836	277424	709414	11.52
1946	female	75	0.07444	0.31366	2.49	48740	15288	205386	431990	8.86
1946	female	80	0.10966	0.42889	2.46	33452	14347	130836	226605	6.77
1946	female	85	0.17188	0.59033	2.35	19105	11278	65615	95769	5.01
1946	female	90	0.23497	0.69898	2.1	7827	5471	23283	30154	3.85
1946	female	95	0.32694	0.8207	1.97	2356	1934	5914	6871	2.92
1946	female	100	0.43184	0.89918	1.76	422	380	880	957	2.27
1946	female	105	0.54348	0.94568	1.55	43	40	74	78	1.83
1946	female	110	0.63383	1	1.58	2	2	4	4	1.58
1947	female	0	0.03309	0.03218	0.15	100000	3218	97250	6944714	69.45
1947	female	1	0.00144	0.00575	1.53	96782	557	385751	6847464	70.75
1947	female	5	0.00059	0.00297	2.26	96225	286	480341	6461712	67.15
1947	female	10	0.00053	0.00266	2.71	95939	255	479111	5981371	62.35
1947	female	15	0.00097	0.00482	2.7	95684	461	477360	5502260	57.5
1947	female	20	0.00137	0.00681	2.57	95223	649	474534	5024900	52.77
1947	female	25	0.00158	0.00788	2.58	94574	745	471064	4550366	48.11
1947	female	30	0.00202	0.01005	2.61	93829	943	466892	4079301	43.48
1947	female	35	0.0028	0.0139	2.62	92886	1291	461360	3612410	38.89
1947	female	40	0.00392	0.01943	2.65	91594	1780	453784	3151050	34.4
1947	female	45	0.0058	0.0286	2.64	89815	2569	443022	2697265	30.03
1947	female	50	0.00862	0.04223	2.64	87246	3685	427520	2254243	25.84
1947	female	55	0.01254	0.06091	2.63	83561	5090	405748	1826723	21.86
1947	female	60	0.0185	0.08857	2.61	78472	6950	375721	1420975	18.11
1947	female	65	0.02785	0.13068	2.64	71522	9346	335554	1045254	14.61
1947	female	70	0.04663	0.20987	2.62	62175	13048	279818	709699	11.41
1947	female	75	0.07552	0.31766	2.5	49127	15605	206633	429882	8.75
1947	female	80	0.11228	0.43752	2.48	33521	14666	130625	223248	6.66
1947	female	85	0.1753	0.59711	2.33	18855	11258	64224	92623	4.91
1947	female	90	0.24403	0.71481	2.1	7597	5430	22252	28399	3.74
1947	female	95	0.33705	0.83056	1.95	2166	1799	5339	6147	2.84
1947	female	100	0.44496	0.90641	1.73	367	333	748	809	2.2
1947	female	105	0.55864	0.95019	1.53	34	33	58	61	1.78
1947	female	110	0.65	1	1.54	2	2	3	3	1.54
1948	female	0	0.03028	0.02951	0.14	100000	2951	97456	7009911	70.1
1948	female	1	0.00143	0.00569	1.54	97049	552	386838	6912455	71.23
1948	female	5	0.00059	0.00293	2.33	96497	283	481733	6525617	67.62
1948	female	10	0.00052	0.0026	2.66	96215	250	480489	6043884	62.82
1948	female	15	0.00089	0.00443	2.68	95964	425	478834	5563396	57.97
1948	female	20	0.00121	0.00603	2.57	95539	576	476294	5084562	53.22
1948	female	25	0.0014	0.00699	2.58	94963	664	473208	4608267	48.53
1948	female	30	0.00182	0.00905	2.63	94299	853	469472	4135060	43.85
1948	female	35	0.00265	0.01318	2.65	93446	1231	464334	3665588	39.23
1948	female	40	0.0038	0.01882	2.64	92215	1736	456980	3201254	34.72
1948	female	45	0.00551	0.02721	2.64	90479	2462	446587	2744274	30.33
1948	female	50	0.00824	0.0404	2.64	88017	3556	431704	2297687	26.1
1948	female	55	0.01216	0.05908	2.63	84461	4990	410489	1865983	22.09
1948	female	60	0.018	0.08631	2.61	79471	6859	380981	1455493	18.31
1948	female	65	0.02712	0.12742	2.64	72612	9252	341193	1074513	14.8
1948	female	70	0.0451	0.20361	2.62	63359	12901	286069	733320	11.57
1948	female	75	0.07384	0.31197	2.52	50459	15741	213189	447251	8.86
1948	female	80	0.10967	0.42992	2.49	34717	14925	136097	234062	6.74
1948	female	85	0.17264	0.58953	2.31	19792	11668	67586	97965	4.95
1948	female	90	0.24353	0.71503	2.11	8124	5809	23853	30379	3.74
1948	female	95	0.33927	0.83295	1.94	2315	1928	5684	6526	2.82
1948	female	100	0.45032	0.90941	1.72	387	352	781	842	2.18
1948	female	105	0.56693	0.95261	1.52	35	33	59	61	1.75
1948	female	110	0.66025	1	1.51	2	2	3	3	1.51
1949	female	0	0.03054	0.02975	0.14	100000	2975	97437	7052424	70.52
1949	female	1	0.00133	0.0053	1.54	97025	514	386835	6954987	71.68
1949	female	5	0.00056	0.00279	2.36	96511	269	481844	6568152	68.06
1949	female	10	0.00049	0.00245	2.61	96241	236	480644	6086308	63.24
1949	female	15	0.0008	0.00397	2.66	96005	381	479135	5605664	58.39
1949	female	20	0.00108	0.00538	2.58	95624	515	476874	5126530	53.61
1949	female	25	0.0013	0.00648	2.59	95109	617	474058	4649656	48.89
1949	female	30	0.00172	0.00858	2.63	94493	811	470540	4175597	44.19
1949	female	35	0.00246	0.01224	2.64	93682	1146	465710	3705057	39.55
1949	female	40	0.00362	0.01793	2.66	92536	1659	458797	3239347	35.01
1949	female	45	0.00547	0.02703	2.64	90876	2456	448584	2780550	30.6
1949	female	50	0.00786	0.0386	2.64	88420	3413	434034	2331966	26.37
1949	female	55	0.01169	0.0569	2.64	85007	4837	413606	1897932	22.33
1949	female	60	0.01762	0.08456	2.62	80170	6780	384746	1484327	18.51
1949	female	65	0.02663	0.12523	2.63	73390	9191	345174	1099581	14.98
1949	female	70	0.04403	0.19924	2.62	64200	12791	290518	754407	11.75
1949	female	75	0.07154	0.30397	2.53	51409	15627	218448	463889	9.02
1949	female	80	0.10644	0.41989	2.49	35782	15025	141154	245442	6.86
1949	female	85	0.16833	0.57824	2.29	20757	12003	71305	104287	5.02
1949	female	90	0.24235	0.71505	2.13	8755	6260	25830	32982	3.77
1949	female	95	0.33286	0.82699	1.96	2495	2063	6198	7152	2.87
1949	female	100	0.44324	0.90579	1.74	432	391	882	954	2.21
1949	female	105	0.55987	0.95071	1.53	41	39	69	72	1.77
1949	female	110	0.65356	1	1.53	2	2	3	3	1.53
1950	female	0	0.02811	0.02744	0.13	100000	2744	97617	7102205	71.02
1950	female	1	0.00124	0.00496	1.55	97256	483	387840	7004588	72.02
1950	female	5	0.00052	0.00259	2.34	96773	251	483198	6616748	68.37
1950	female	10	0.00045	0.00224	2.61	96522	216	482096	6133551	63.55
1950	female	15	0.00077	0.00383	2.67	96306	369	480673	5651454	58.68
1950	female	20	0.00101	0.00503	2.58	95938	483	478522	5170782	53.9
1950	female	25	0.00124	0.00618	2.58	95455	590	475850	4692260	49.16
1950	female	30	0.00163	0.00811	2.63	94865	769	472505	4216411	44.45
1950	female	35	0.00235	0.01167	2.65	94096	1098	467902	3743905	39.79
1950	female	40	0.00353	0.01748	2.65	92998	1626	461167	3276003	35.23
1950	female	45	0.00522	0.02578	2.65	91372	2356	451334	2814837	30.81
1950	female	50	0.00772	0.03792	2.64	89016	3375	437111	2363502	26.55
1950	female	55	0.01128	0.05495	2.63	85641	4706	417065	1926391	22.49
1950	female	60	0.01739	0.08353	2.63	80935	6761	388664	1509326	18.65
1950	female	65	0.02592	0.12209	2.62	74174	9056	349333	1120661	15.11
1950	female	70	0.04323	0.19604	2.62	65118	12766	295266	771328	11.85
1950	female	75	0.07006	0.29892	2.55	52353	15649	223365	476061	9.09
1950	female	80	0.10625	0.4191	2.48	36704	15382	144769	252696	6.88
1950	female	85	0.16565	0.57196	2.29	21321	12195	73619	107927	5.06
1950	female	90	0.24362	0.72214	2.18	9126	6591	27053	34308	3.76
1950	female	95	0.33358	0.82777	1.96	2536	2099	6293	7255	2.86
1950	female	100	0.44489	0.90673	1.73	437	396	890	962	2.2
1950	female	105	0.56238	0.95144	1.52	41	39	69	72	1.77
1950	female	110	0.65664	1	1.52	2	2	3	3	1.52
1951	female	0	0.02794	0.02727	0.13	100000	2727	97631	7121908	71.22
1951	female	1	0.00129	0.00515	1.5	97273	501	387839	7024278	72.21
1951	female	5	0.00051	0.00256	2.19	96771	248	483161	6636439	68.58
1951	female	10	0.00041	0.00205	2.65	96524	198	482153	6153278	63.75
1951	female	15	0.00074	0.00368	2.68	96325	354	480806	5671125	58.87
1951	female	20	0.00096	0.00477	2.58	95971	458	478749	5190318	54.08
1951	female	25	0.00119	0.00594	2.59	95514	568	476198	4711570	49.33
1951	female	30	0.00157	0.0078	2.64	94946	740	472982	4235371	44.61
1951	female	35	0.00226	0.01124	2.65	94206	1059	468544	3762389	39.94
1951	female	40	0.00345	0.01709	2.64	93146	1592	461970	3293844	35.36
1951	female	45	0.00502	0.02483	2.68	91555	2274	452492	2831874	30.93
1951	female	50	0.00786	0.0386	2.65	89281	3446	438293	2379382	26.65
1951	female	55	0.01114	0.05424	2.61	85835	4655	418054	1941089	22.61
1951	female	60	0.01704	0.0819	2.64	81180	6649	390195	1523034	18.76
1951	female	65	0.02552	0.12027	2.61	74531	8964	351239	1132839	15.2
1951	female	70	0.04224	0.19204	2.64	65566	12592	298063	781600	11.92
1951	female	75	0.06931	0.29629	2.55	52975	15696	226458	483537	9.13
1951	female	80	0.10639	0.41983	2.49	37279	15651	147112	257079	6.9
1951	female	85	0.16397	0.56906	2.31	21628	12308	75061	109968	5.08
1951	female	90	0.24439	0.71983	2.15	9320	6709	27452	34907	3.75
1951	female	95	0.33435	0.82855	1.96	2611	2164	6471	7454	2.85
1951	female	100	0.44623	0.90747	1.73	448	406	910	983	2.2
1951	female	105	0.56421	0.95196	1.52	41	39	70	73	1.76
1951	female	110	0.65879	1	1.52	2	2	3	3	1.52
1952	female	0	0.02777	0.02712	0.13	100000	2712	97643	7150268	71.5
1952	female	1	0.0013	0.00518	1.55	97288	504	387921	7052625	72.49
1952	female	5	0.00052	0.0026	2.21	96785	251	483223	6664704	68.86
1952	female	10	0.00044	0.00222	2.69	96534	214	482172	6181481	64.03
1952	female	15	0.00075	0.00376	2.65	96319	362	480747	5699309	59.17
1952	female	20	0.00091	0.00453	2.56	95957	435	478726	5218562	54.38
1952	female	25	0.00114	0.0057	2.6	95522	545	476301	4739836	49.62
1952	female	30	0.00151	0.0075	2.65	94977	712	473212	4263536	44.89
1952	female	35	0.00221	0.01097	2.65	94265	1034	468894	3790324	40.21
1952	female	40	0.00332	0.01649	2.64	93231	1537	462529	3321430	35.63
1952	female	45	0.00491	0.02429	2.67	91694	2227	453285	2858901	31.18
1952	female	50	0.00762	0.03741	2.64	89467	3347	439452	2405616	26.89
1952	female	55	0.01086	0.05293	2.61	86120	4558	419691	1966164	22.83
1952	female	60	0.0165	0.07942	2.64	81562	6478	392550	1546473	18.96
1952	female	65	0.02507	0.11828	2.61	75084	8881	354182	1153923	15.37
1952	female	70	0.04153	0.18911	2.64	66203	12520	301499	799741	12.08
1952	female	75	0.06755	0.2897	2.54	53683	15552	230232	498241	9.28
1952	female	80	0.10264	0.40839	2.5	38131	15572	151714	268009	7.03
1952	female	85	0.16134	0.56327	2.32	22559	12707	78759	116295	5.16
1952	female	90	0.23837	0.70773	2.13	9852	6973	29251	37536	3.81
1952	female	95	0.33118	0.82577	1.96	2879	2378	7180	8286	2.88
1952	female	100	0.44443	0.90671	1.74	502	455	1024	1106	2.2
1952	female	105	0.56415	0.95205	1.52	47	45	79	82	1.76
1952	female	110	0.66013	1	1.51	2	2	3	3	1.51
1953	female	0	0.02649	0.02589	0.13	100000	2589	97740	7191882	71.92
1953	female	1	0.00118	0.00469	1.58	97411	457	388536	7094142	72.83
1953	female	5	0.00046	0.00228	2.29	96953	221	484167	6705607	69.16
1953	female	10	0.0004	0.002	2.7	96732	193	483217	6221440	64.32
1953	female	15	0.00069	0.00343	2.65	96539	331	481915	5738223	59.44
1953	female	20	0.00081	0.00406	2.54	96208	391	480078	5256307	54.64
1953	female	25	0.00103	0.00514	2.61	95817	492	477908	4776230	49.85
1953	female	30	0.0014	0.00697	2.64	95324	664	475057	4298322	45.09
1953	female	35	0.00206	0.01023	2.66	94660	969	471039	3823265	40.39
1953	female	40	0.00321	0.01594	2.65	93692	1493	464950	3352226	35.78
1953	female	45	0.00474	0.02346	2.67	92199	2163	455956	2887276	31.32
1953	female	50	0.00748	0.03674	2.64	90035	3308	442383	2431320	27
1953	female	55	0.01064	0.05189	2.6	86728	4501	422851	1988938	22.93
1953	female	60	0.01606	0.07739	2.66	82227	6363	396222	1566087	19.05
1953	female	65	0.02497	0.11781	2.61	75864	8938	357958	1169865	15.42
1953	female	70	0.04089	0.18645	2.64	66926	12479	305179	811907	12.13
1953	female	75	0.06637	0.28539	2.55	54447	15539	234130	506728	9.31
1953	female	80	0.10342	0.41047	2.49	38909	15971	154421	272599	7.01
1953	female	85	0.16101	0.56118	2.3	22938	12872	79946	118178	5.15
1953	female	90	0.23984	0.71231	2.15	10066	7170	29894	38232	3.8
1953	female	95	0.33101	0.82552	1.96	2896	2391	7222	8338	2.88
1953	female	100	0.44353	0.90617	1.74	505	458	1032	1116	2.21
1953	female	105	0.56253	0.95157	1.52	47	45	80	84	1.77
1953	female	110	0.65802	1	1.52	2	2	3	3	1.52
1954	female	0	0.0253	0.02475	0.12	100000	2475	97831	7269738	72.7
1954	female	1	0.00107	0.00428	1.56	97525	417	389080	7171907	73.54
1954	female	5	0.00044	0.00219	2.35	97108	213	484976	6782827	69.85
1954	female	10	0.00036	0.00178	2.62	96895	173	484065	6297851	65
1954	female	15	0.00059	0.00294	2.67	96723	284	482951	5813786	60.11
1954	female	20	0.00076	0.0038	2.55	96439	367	481293	5330835	55.28
1954	female	25	0.00094	0.00468	2.62	96072	450	479287	4849541	50.48
1954	female	30	0.0013	0.00649	2.63	95622	621	476640	4370254	45.7
1954	female	35	0.00192	0.00956	2.67	95001	908	472889	3893615	40.99
1954	female	40	0.00303	0.01504	2.66	94093	1415	467148	3420725	36.35
1954	female	45	0.00449	0.02224	2.67	92677	2061	458595	2953577	31.87
1954	female	50	0.00712	0.03503	2.63	90616	3174	445573	2494983	27.53
1954	female	55	0.00988	0.04828	2.61	87442	4222	427126	2049410	23.44
1954	female	60	0.01526	0.07366	2.66	83220	6130	401785	1622283	19.49
1954	female	65	0.02375	0.11239	2.62	77090	8664	364794	1220498	15.83
1954	female	70	0.03863	0.17702	2.64	68426	12113	313557	855704	12.51
1954	female	75	0.06297	0.27273	2.55	56313	15358	243902	542147	9.63
1954	female	80	0.09733	0.39076	2.48	40955	16003	164425	298245	7.28
1954	female	85	0.15329	0.54508	2.35	24951	13600	88725	133821	5.36
1954	female	90	0.22726	0.69472	2.2	11351	7886	34699	45096	3.97
1954	female	95	0.31586	0.81038	2	3465	2808	8890	10397	3
1954	female	100	0.42605	0.89659	1.77	657	589	1383	1507	2.29
1954	female	105	0.54437	0.94639	1.55	68	64	118	124	1.82
1954	female	110	0.64024	1	1.56	4	4	6	6	1.56
1955	female	0	0.02465	0.02412	0.12	100000	2412	97882	7280401	72.8
1955	female	1	0.00103	0.00411	1.58	97588	401	389378	7182519	73.6
1955	female	5	0.00041	0.00207	2.27	97186	201	485382	6793141	69.9
1955	female	10	0.00034	0.00171	2.59	96985	166	484527	6307759	65.04
1955	female	15	0.00059	0.00293	2.68	96819	284	483438	5823232	60.15
1955	female	20	0.00077	0.00385	2.55	96536	372	481767	5339794	55.31
